udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,tool_wear_group,tool_wear_alert,failure_type_count,risk_score
5363,L52542,L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,L,1,9.400000000000034,73017.0,mid,0,0,70.88
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,L,1,9.300000000000011,60568.2,mid,0,0,68.24
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,L,1,9.400000000000034,56515.299999999996,mid,0,0,68.14
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,L,1,9.5,56347.2,mid,0,0,69.18
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,H,1,9.5,57002.4,high,0,0,70.82
5368,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,M,1,9.399999999999977,47152.2,high,0,0,70.02
5369,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,M,1,9.399999999999977,50010.0,high,0,0,71.88
5370,H34783,H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,H,1,9.5,57115.299999999996,high,0,0,74.68
5371,H34784,H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,H,1,9.399999999999977,60361.700000000004,high,0,0,76.5
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,L,1,9.400000000000034,68449.5,high,0,0,80.62
5373,H34786,H,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,H,1,9.400000000000034,70621.2,high,0,0,81.24
5374,M20233,M,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,M,1,9.400000000000034,45225.0,high,0,0,78.88
5375,L52554,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,L,1,9.400000000000034,61811.99999999999,high,0,0,83.24
5376,L52555,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,L,1,9.400000000000034,53397.0,high,0,0,82.86
5377,H34790,H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,H,1,9.5,76820.0,high,0,0,88.2
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,L,1,9.5,38773.0,high,0,0,82.52
5379,L52558,L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,L,1,9.5,57195.0,high,0,0,86.88
5380,L52559,L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,L,1,9.5,60298.200000000004,high,0,0,88.64
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,L,1,9.5,56025.0,high,0,0,88.6
5382,L52561,L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,L,1,9.599999999999966,44577.0,high,1,0,87.32
5383,L52562,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,L,1,9.5,57392.399999999994,high,1,0,89.46
5384,L52563,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,L,1,9.5,60611.2,high,1,0,91.56
5385,M20244,M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,M,1,9.5,65366.0,high,1,0,93.5
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,H,1,9.400000000000034,47182.6,high,1,0,90.86
5387,L52566,L,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,L,1,9.300000000000011,61698.0,high,1,0,95.86
5388,L52567,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,L,1,9.399999999999977,71650.0,high,1,0,98.28
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,M,1,9.5,70168.0,high,1,0,98.9
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,L,1,9.5,67070.6,high,1,0,100.12
5391,H34804,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,H,1,9.5,69997.6,high,1,0,100.54
5392,L52571,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,L,1,9.5,54076.799999999996,high,1,0,99.98
5393,L52572,L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,L,1,9.399999999999977,59536.200000000004,high,1,0,101.92
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,L,1,9.5,62749.8,high,1,0,103.22
5395,M20254,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,M,1,9.5,88971.0,high,1,2,159.6
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,L,1,9.599999999999966,56267.2,high,1,0,104.08
5397,L52576,L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,L,1,9.599999999999966,60463.100000000006,high,1,0,105.46
5398,M20257,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,M,1,9.5,60463.200000000004,high,1,0,106.84
5399,L52578,L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,L,1,9.5,45959.7,high,1,0,104.28
5400,H34813,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,H,1,9.599999999999966,75911.8,high,1,1,161.08
5401,L52580,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,L,1,9.699999999999989,68385.09999999999,high,1,1,161.6
5402,M20261,M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,M,1,9.699999999999989,79679.2,high,1,2,164.1
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,L,1,9.600000000000023,68918.5,low,0,0,11.62
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,L,1,9.600000000000023,47193.2,low,0,0,7.8
5405,H34818,H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,H,1,9.699999999999989,65554.2,low,0,0,12.76
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,L,1,9.699999999999989,70322.8,low,0,0,15.28
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,L,1,9.699999999999989,65007.99999999999,low,0,0,15.9
5408,L52587,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,L,1,9.699999999999989,48459.200000000004,low,0,0,12.1
5409,L52588,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,L,1,9.799999999999955,53724.0,low,0,0,14.56
5410,L52589,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,L,1,9.699999999999989,63338.600000000006,low,0,0,17.58
5411,M20270,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,M,1,9.800000000000011,72975.5,low,0,0,19.86
5412,L52591,L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,L,1,9.800000000000011,57602.799999999996,low,0,0,18.64
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,L,1,9.700000000000045,79547.2,low,0,0,23.52
5414,H34827,H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,H,1,9.800000000000011,55582.799999999996,low,0,0,19.64
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,L,1,9.699999999999989,52616.2,low,0,0,21.2
5416,M20275,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,M,1,9.799999999999955,70923.0,low,0,0,25.22
5417,L52596,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,L,1,9.699999999999989,50298.0,low,0,0,22.4
5418,L52597,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,L,1,9.799999999999955,63478.799999999996,low,0,0,26.32
5419,L52598,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,L,1,9.799999999999955,58156.8,low,0,0,26.28
5420,L52599,L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,L,1,9.699999999999989,70541.4,low,0,0,29.42
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,L,1,9.699999999999989,51710.4,low,0,0,26.38
5422,M20281,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,M,1,9.699999999999989,57315.600000000006,low,0,0,27.66
5423,M20282,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,M,1,9.699999999999989,63279.0,low,0,0,30.44
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,L,1,9.699999999999989,52374.6,mid,0,0,29.1
5425,L52604,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,L,1,9.599999999999966,62653.5,mid,0,0,32.62
5426,L52605,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,L,1,9.699999999999989,49522.5,mid,0,0,29.92
5427,L52606,L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,L,1,9.699999999999989,65268.0,mid,0,0,33.54
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,L,1,9.699999999999989,73853.7,mid,0,0,36.32
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,L,1,9.699999999999989,68726.9,mid,0,0,36.2
5430,L52609,L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,L,1,9.599999999999966,54696.0,mid,0,0,34.4
5431,L52610,L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,L,1,9.699999999999989,48109.6,mid,0,0,34.02
5432,L52611,L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,L,1,9.699999999999989,63450.799999999996,mid,0,0,37.82
5433,L52612,L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,L,1,9.599999999999966,64310.4,mid,0,0,39.16
5434,L52613,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,L,1,9.600000000000023,70525.0,mid,0,0,39.82
5435,L52614,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,L,1,9.600000000000023,49521.6,mid,0,0,37.6
5436,M20295,M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,M,1,9.5,64160.4,mid,0,0,40.72
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,M,1,9.600000000000023,51881.1,mid,0,0,39.7
5438,M20297,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,M,1,9.700000000000045,64681.6,mid,0,0,44.02
5439,L52618,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,L,1,9.600000000000023,54024.3,mid,0,0,42.34
5440,L52619,L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,L,1,9.5,49593.0,mid,0,0,42.8
5441,H34854,H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,H,1,9.5,50940.0,mid,0,0,43.5
5442,M20301,M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,M,1,9.600000000000023,59716.799999999996,mid,0,0,48.1
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,L,1,9.599999999999966,70085.4,mid,0,0,51.08
5444,M20303,M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,M,1,9.699999999999989,66736.8,mid,0,0,50.9
5445,L52624,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,L,1,9.699999999999989,40277.6,mid,0,0,46.72
5446,M20305,M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,M,1,9.800000000000011,52900.8,mid,0,0,49.98
5447,L52626,L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,L,1,9.799999999999955,60591.1,mid,0,0,52.78
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,L,1,9.699999999999989,64606.5,mid,0,0,54.36
5449,L52628,L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,L,1,9.699999999999989,64831.799999999996,mid,0,0,54.7
5450,L52629,L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,L,1,9.699999999999989,35167.9,mid,0,0,50.16
5451,H34864,H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,H,1,9.699999999999989,60126.5,mid,0,0,56.32
5452,L52631,L,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,L,1,9.699999999999989,66416.8,mid,0,0,59.7
5453,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,M,1,9.699999999999989,55597.399999999994,mid,0,0,57.9
5454,L52633,L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,L,1,9.600000000000023,61087.1,mid,0,0,60.34
5455,L52634,L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,L,1,9.5,58732.200000000004,mid,0,0,60.74
5456,M20315,M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,M,1,9.5,44532.5,mid,0,0,58.2
5457,M20316,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,M,1,9.5,51554.299999999996,mid,0,0,61.28
5458,M20317,M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,M,1,9.5,53987.4,mid,0,0,62.64
5459,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,L,1,9.5,63739.4,mid,0,0,65.52
5460,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,L,1,9.399999999999977,71342.3,mid,0,0,67.7
5461,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,M,1,9.399999999999977,55088.6,mid,0,0,65.9
5462,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,M,1,9.400000000000034,69761.90000000001,mid,0,0,70.3
5463,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,L,1,9.400000000000034,43069.200000000004,mid,0,0,65.64
5464,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,L,1,9.5,54322.799999999996,mid,0,0,68.86
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,M,1,9.5,54912.9,high,0,0,69.32
5466,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,L,1,9.5,70488.0,high,0,0,73.8
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,M,1,9.400000000000034,63742.200000000004,high,0,0,73.62
5468,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,L,1,9.5,71086.2,high,0,0,76.18
5469,L52648,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,L,1,9.5,52743.6,high,0,0,72.68
5470,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,M,1,9.5,61157.5,high,0,0,76.0
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,M,1,9.5,56267.5,high,0,0,75.8
5472,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,L,1,9.600000000000023,82375.2,high,0,1,82.16
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,L,1,9.5,80110.8,high,0,0,82.26
5474,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,L,1,9.5,70914.2,high,0,0,81.86
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,M,1,9.400000000000034,64628.2,high,0,0,81.66
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,L,1,9.5,62524.799999999996,high,0,0,82.86
5477,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,M,1,9.5,60690.0,high,0,0,82.7
5478,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,L,1,9.400000000000034,46719.5,high,0,0,80.78
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,L,1,9.5,54935.100000000006,high,0,0,83.12
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,M,1,9.400000000000034,50204.4,high,0,0,83.5
5481,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,H,1,9.400000000000034,53208.0,high,0,0,85.48
5482,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,L,1,9.399999999999977,50758.5,high,0,0,85.98
5483,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,L,1,9.5,47757.6,high,0,0,86.46
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,M,1,9.5,43800.0,high,1,0,86.28
5485,M20344,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,M,1,9.5,46197.8,high,1,0,88.16
5486,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,L,1,9.5,68544.0,high,1,0,94.5
5487,L52666,L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,L,1,9.599999999999966,65360.0,high,1,0,93.72
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,M,1,9.5,64278.899999999994,high,1,0,93.88
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,L,1,9.5,75545.0,high,1,1,147.52
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,L,1,9.5,52465.0,high,1,1,94.9
5491,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,L,1,9.5,88228.0,low,0,1,65.6
5492,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,M,1,9.5,79110.0,low,0,0,14.42
5493,M20352,M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,M,1,9.5,67900.59999999999,low,0,0,14.08
5494,L52673,L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,L,1,9.599999999999966,78569.6,low,0,0,16.54
5495,L52674,L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,L,1,9.599999999999966,67716.0,low,0,0,15.82
5496,H34909,H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,H,1,9.600000000000023,74635.0,low,0,1,17.72
5497,M20356,M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,M,1,9.600000000000023,46176.0,low,0,0,13.52
5498,M20357,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,M,1,9.600000000000023,62040.0,low,0,0,17.92
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,M,1,9.600000000000023,40343.6,low,0,0,15.36
5500,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,H,1,9.400000000000034,69007.90000000001,low,0,0,22.02
5501,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,L,1,9.400000000000034,56355.200000000004,low,0,0,21.32
5502,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,L,1,9.400000000000034,57862.5,low,0,0,22.58
5503,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,L,1,9.5,75259.7,low,0,0,26.36
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,H,1,9.399999999999977,48550.1,low,0,0,22.54
5505,L52684,L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,L,1,9.399999999999977,74358.0,low,0,0,28.88
5506,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,L,1,9.399999999999977,47840.399999999994,low,0,0,24.96
5507,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,L,1,9.300000000000011,51148.5,low,0,0,26.36
5508,L52687,L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,L,1,9.300000000000011,60648.0,low,0,0,29.04
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,L,1,9.300000000000011,75321.7,low,0,0,32.88
5510,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,L,1,9.399999999999977,55078.5,mid,0,1,29.98
5511,L52690,L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,L,1,9.300000000000011,72885.2,mid,0,0,33.74
5512,L52691,L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,L,1,9.300000000000011,39747.4,mid,0,0,28.32
5513,L52692,L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,L,1,9.399999999999977,51973.799999999996,mid,0,0,31.26
5514,M20373,M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,M,1,9.399999999999977,73035.59999999999,mid,0,0,35.94
5515,L52694,L,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,L,1,9.300000000000011,43872.0,mid,0,0,31.86
5516,H34929,H,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,H,1,9.300000000000011,61586.0,mid,0,0,36.16
5517,L52696,L,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,L,1,9.399999999999977,53902.8,mid,0,0,36.32
5518,L52697,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,L,1,9.299999999999955,71676.0,mid,0,0,40.56
5519,M20378,M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,M,1,9.300000000000011,38639.3,mid,0,0,35.28
5520,L52699,L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,L,1,9.399999999999977,68824.8,mid,0,0,42.16
5521,M20380,M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,M,1,9.399999999999977,67320.0,mid,0,0,42.48
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,L,1,9.299999999999955,65519.299999999996,mid,0,0,44.04
5523,L52702,L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,L,1,9.299999999999955,56812.3,mid,0,0,43.28
5524,M20383,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,M,1,9.399999999999977,53035.2,mid,0,0,43.24
5525,L52704,L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,L,1,9.299999999999955,50459.7,mid,0,0,43.64
5526,M20385,M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,M,1,9.399999999999977,62289.100000000006,mid,0,0,47.42
5527,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,L,1,9.399999999999977,68248.0,mid,0,0,48.46
5528,M20387,M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,M,1,9.399999999999977,59441.6,mid,0,0,48.04
5529,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,L,1,9.400000000000034,70445.59999999999,mid,0,0,51.66
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,M,1,9.400000000000034,61406.1,mid,0,0,50.26
5531,M20390,M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,M,1,9.5,67885.5,mid,0,0,53.52
5532,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,M,1,9.399999999999977,56099.2,mid,0,0,52.14
5533,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,L,1,9.400000000000034,68781.6,mid,0,0,55.2
5534,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,L,1,9.300000000000011,46294.899999999994,mid,0,0,52.04
5535,M20394,M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,M,1,9.399999999999977,55427.4,mid,0,0,54.9
5536,L52715,L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,L,1,9.399999999999977,63727.5,mid,0,0,57.38
5537,M20396,M,302.3,311.8,1363,54.0,119,1,0,0,0,0,0,M,1,9.5,73602.0,mid,0,0,110.3
5538,L52717,L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,L,1,9.400000000000034,49440.0,mid,0,0,56.68
5539,M20398,M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,M,1,9.5,43217.0,mid,0,0,56.1
5540,H34953,H,302.3,311.7,1482,39.0,127,0,0,0,0,0,0,H,1,9.399999999999977,57798.0,mid,0,0,60.48
5541,L52720,L,302.4,311.8,1493,38.4,132,0,0,0,0,0,0,L,1,9.400000000000034,57331.2,mid,0,0,62.36
5542,L52721,L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0,L,1,9.400000000000034,60472.600000000006,mid,0,0,63.92
5543,L52722,L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,L,1,9.399999999999977,58240.0,mid,0,0,64.6
5544,L52723,L,302.4,311.8,1255,59.0,138,0,0,0,0,0,0,L,1,9.400000000000034,74045.0,mid,0,0,68.88
5545,L52724,L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,L,1,9.5,67077.6,mid,0,0,67.02
5546,H34959,H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0,H,1,9.400000000000034,59979.4,mid,0,0,67.52
5547,L52726,L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0,L,1,9.399999999999977,59863.600000000006,mid,0,0,68.92
5548,M20407,M,302.3,311.7,1540,28.9,149,0,0,0,0,0,0,M,1,9.399999999999977,44506.0,mid,0,0,67.26
5549,L52728,L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0,L,1,9.5,56496.00000000001,high,0,0,69.74
5550,H34963,H,302.3,311.9,1374,52.4,154,0,0,0,0,0,0,H,1,9.599999999999966,71997.59999999999,high,0,0,74.0
5551,M20410,M,302.3,311.9,1508,42.3,159,0,0,0,0,0,0,M,1,9.599999999999966,63788.399999999994,high,0,0,73.98
5552,H34965,H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0,H,1,9.5,64611.799999999996,high,0,0,76.16
5553,H34966,H,302.5,312.0,1579,35.7,167,0,0,0,0,0,0,H,1,9.5,56370.3,high,0,0,75.84
5554,L52733,L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1,L,1,9.399999999999977,77968.2,high,0,1,82.62
5555,M20414,M,302.5,312.0,1521,40.2,174,0,0,0,0,0,0,M,1,9.5,61144.200000000004,high,0,0,79.54
5556,L52735,L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0,L,1,9.5,62366.200000000004,high,0,0,81.54
5557,H34970,H,302.5,312.0,1357,42.0,179,0,0,0,0,0,0,H,1,9.5,56994.0,high,0,0,81.9
5558,M20417,M,302.5,312.0,1436,43.5,184,0,0,0,0,0,0,M,1,9.5,62466.0,high,0,0,84.2
5559,L52738,L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,L,1,9.399999999999977,62275.3,high,0,0,84.7
5560,M20419,M,302.5,312.0,1451,43.2,189,0,0,0,0,0,0,M,1,9.5,62683.200000000004,high,0,0,86.14
5561,L52740,L,302.4,311.9,1541,37.9,192,0,0,0,0,0,0,L,1,9.5,58403.899999999994,high,0,0,86.28
5562,M20421,M,302.3,311.7,1341,46.3,194,0,0,0,0,0,0,M,1,9.399999999999977,62088.299999999996,high,0,0,88.74
5563,L52742,L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0,L,1,9.399999999999977,52900.8,high,0,0,87.1
5564,M20423,M,302.3,311.7,1640,31.5,199,0,0,0,0,0,0,M,1,9.399999999999977,51660.0,high,0,0,87.78
5565,L52744,L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0,L,1,9.400000000000034,65277.6,high,1,0,91.9
5566,L52745,L,302.4,311.9,1671,29.9,204,0,0,0,0,0,0,L,1,9.5,49962.899999999994,high,1,0,89.48
5567,L52746,L,302.4,312.0,1457,45.5,206,0,0,0,0,0,0,L,1,9.600000000000023,66293.5,high,1,0,93.42
5568,M20427,M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0,M,1,9.5,79186.0,low,0,0,12.86
5569,L52748,L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0,L,1,9.600000000000023,59212.4,low,0,0,10.84
5570,L52749,L,302.4,312.0,1508,36.9,5,0,0,0,0,0,0,L,1,9.600000000000023,55645.2,low,0,0,11.3
5571,M20430,M,302.4,312.1,1492,47.7,7,0,0,0,0,0,0,M,1,9.700000000000045,71168.40000000001,low,0,0,14.28
5572,L52751,L,302.4,312.0,1562,37.9,10,0,0,0,0,0,0,L,1,9.600000000000023,59199.799999999996,low,0,0,13.5
5573,L52752,L,302.4,312.0,1545,36.4,12,0,0,0,0,0,0,L,1,9.600000000000023,56238.0,low,0,0,14.0
5574,L52753,L,302.5,312.2,1738,25.3,14,0,0,0,0,0,0,L,1,9.699999999999989,43971.4,low,0,0,12.6
5575,L52754,L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0,L,1,9.600000000000023,64075.5,low,0,0,18.14
