udi,product_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,type_L,type_M,tool_wear_group_mid,tool_wear_group_high
5930,L53109,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,L,1,9.899999999999977,66489.2,True,False,False,False
5931,L53110,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,L,1,10.0,76522.8,True,False,False,False
5932,L53111,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,L,1,10.099999999999966,72678.4,True,False,True,False
5933,L53112,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,L,1,10.0,55449.0,True,False,True,False
5934,L53113,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,L,1,10.0,65080.2,True,False,True,False
5935,H35348,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,H,1,9.899999999999977,74444.8,False,False,True,False
5936,L53115,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,L,1,10.0,56787.0,True,False,True,False
5937,M20796,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,M,1,9.899999999999977,57740.399999999994,False,True,True,False
5938,M20797,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,M,1,9.899999999999977,60380.6,False,True,True,False
5939,L53118,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,L,1,9.899999999999977,56336.200000000004,True,False,True,False
5940,L53119,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,L,1,10.0,85808.09999999999,True,False,True,False
5941,M20800,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,M,1,10.0,75345.59999999999,False,True,True,False
5942,L53121,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,L,1,10.099999999999966,69743.0,True,False,True,False
5943,L53122,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,L,1,10.0,62930.0,True,False,True,False
5944,L53123,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,L,1,10.0,63643.299999999996,True,False,True,False
5945,M20804,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,M,1,9.900000000000034,56392.0,False,True,True,False
5946,M20805,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,M,1,10.0,62967.5,False,True,True,False
5947,L53126,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,L,1,10.100000000000023,69414.4,True,False,True,False
5948,M20807,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,M,1,10.100000000000023,66218.0,False,True,True,False
5949,L53128,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,L,1,10.100000000000023,39090.5,True,False,True,False
5950,M20809,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,M,1,10.100000000000023,66264.0,False,True,True,False
5951,L53130,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,L,1,10.100000000000023,48812.1,True,False,True,False
5952,L53131,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,L,1,10.199999999999989,48510.0,True,False,True,False
5953,L53132,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,L,1,10.100000000000023,52829.399999999994,True,False,True,False
5954,M20813,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,M,1,10.199999999999989,57805.4,False,True,True,False
5955,L53134,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,L,1,10.099999999999966,44512.4,True,False,True,False
5956,L53135,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,L,1,10.100000000000023,52234.8,True,False,True,False
5957,L53136,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,L,1,10.199999999999989,56948.5,True,False,True,False
5958,L53137,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,L,1,10.199999999999989,60896.4,True,False,True,False
5959,L53138,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,L,1,10.199999999999989,59020.5,True,False,True,False
5960,L53139,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,L,1,10.199999999999989,70553.6,True,False,True,False
5961,L53140,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,L,1,10.199999999999989,53801.0,True,False,True,False
5962,L53141,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,L,1,10.399999999999977,49709.7,True,False,True,False
5963,L53142,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,L,1,10.300000000000011,45446.4,True,False,True,False
5964,H35377,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,H,1,10.300000000000011,60112.799999999996,False,False,True,False
5965,H35378,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,H,1,10.300000000000011,49745.5,False,False,True,False
5966,H35379,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,H,1,10.399999999999977,67285.5,False,False,True,False
5967,L53146,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,L,1,10.400000000000034,68822.8,True,False,True,False
5968,L53147,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,L,1,10.400000000000034,72975.0,True,False,True,False
5969,L53148,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,L,1,10.400000000000034,75488.0,True,False,True,False
5970,M20829,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,M,1,10.400000000000034,53526.9,False,True,True,False
5971,L53150,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,L,1,10.400000000000034,57152.0,True,False,False,True
5972,L53151,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,L,1,10.300000000000011,49797.0,True,False,False,True
5973,L53152,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,L,1,10.300000000000011,67337.0,True,False,False,True
5974,L53153,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,L,1,10.300000000000011,70137.2,True,False,False,True
5975,L53154,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,L,1,10.199999999999989,58627.2,True,False,False,True
5976,H35389,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,H,1,10.199999999999989,47304.4,False,False,False,True
5977,H35390,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,H,1,10.100000000000023,70967.0,False,False,False,True
5978,L53157,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,L,1,10.099999999999966,53550.0,True,False,False,True
5979,L53158,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,L,1,10.100000000000023,67042.4,True,False,False,True
5980,H35393,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,H,1,10.099999999999966,67995.3,False,False,False,True
5981,M20840,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,M,1,10.099999999999966,52928.0,False,True,False,True
5982,M20841,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,M,1,10.0,62635.5,False,True,False,True
5983,L53162,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,L,1,10.100000000000023,55130.6,True,False,False,True
5984,H35397,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,H,1,10.0,66263.2,False,False,False,True
5985,H35398,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,H,1,10.100000000000023,69992.0,False,False,False,True
5986,L53165,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,L,1,10.0,55713.6,True,False,False,True
5987,L53166,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,L,1,10.099999999999966,75600.0,True,False,False,True
5988,L53167,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,L,1,10.100000000000023,63516.0,True,False,False,True
5989,H35402,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,H,1,10.100000000000023,75427.2,False,False,False,True
5990,L53169,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,L,1,10.0,69472.7,True,False,False,True
5991,M20850,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,M,1,10.0,69298.8,False,True,False,True
5992,L53171,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,L,1,10.0,57206.4,True,False,False,True
5993,L53172,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,L,1,9.900000000000034,60793.600000000006,True,False,False,True
5994,M20853,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,M,1,9.900000000000034,59656.799999999996,False,True,False,True
5995,L53174,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,L,1,9.799999999999955,63033.600000000006,True,False,False,True
5996,L53175,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,L,1,9.699999999999989,42816.0,True,False,False,True
5997,M20856,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,M,1,9.699999999999989,66805.2,False,True,False,True
5998,M20857,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,M,1,9.699999999999989,54356.600000000006,False,True,False,True
5999,M20858,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,M,1,9.800000000000011,59519.7,False,True,False,True
6000,M20859,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,M,1,9.800000000000011,50965.5,False,True,False,True
6001,H35414,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,H,1,9.800000000000011,61819.200000000004,False,False,False,False
6002,M20861,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,M,1,9.800000000000011,65273.99999999999,False,True,False,False
6003,L53182,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,L,1,9.800000000000011,53014.5,True,False,False,False
6004,L53183,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,L,1,9.800000000000011,55349.8,True,False,False,False
6005,L53184,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,L,1,9.899999999999977,46666.5,True,False,False,False
6006,L53185,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,L,1,9.899999999999977,60130.99999999999,True,False,False,False
6007,M20866,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,M,1,9.899999999999977,38808.0,False,True,False,False
6008,M20867,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,M,1,9.900000000000034,73520.5,False,True,False,False
6009,L53188,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,L,1,10.0,56238.299999999996,True,False,False,False
6010,L53189,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,L,1,10.0,42482.0,True,False,False,False
6011,H35424,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,H,1,10.0,61975.2,False,False,False,False
6012,L53191,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,L,1,10.0,56616.8,True,False,False,False
6013,H35426,300.8,310.9,1425,44.0,33,0,0,0,0,0,0,H,1,10.099999999999966,62700.0,False,False,False,False
6014,L53193,300.7,310.8,1597,30.5,38,0,0,0,0,0,0,L,1,10.100000000000023,48708.5,True,False,False,False
6015,H35428,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,H,1,10.0,53070.399999999994,False,False,False,False
6016,M20875,300.8,310.8,1520,38.0,45,0,0,0,0,0,0,M,1,10.0,57760.0,False,True,False,False
6017,L53196,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,L,1,10.0,64552.49999999999,True,False,False,False
6018,L53197,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,L,1,10.099999999999966,53403.600000000006,True,False,False,False
6019,M20878,300.8,310.9,1557,31.6,52,0,0,0,0,0,0,M,1,10.099999999999966,49201.200000000004,False,True,True,False
6020,L53199,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,L,1,10.100000000000023,66684.09999999999,True,False,True,False
6021,L53200,300.7,310.8,1619,34.9,57,0,0,0,0,0,0,L,1,10.100000000000023,56503.1,True,False,True,False
6022,L53201,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,L,1,10.100000000000023,38819.6,True,False,True,False
6023,L53202,300.7,310.9,1521,39.4,61,0,0,0,0,0,0,L,1,10.199999999999989,59927.4,True,False,True,False
6024,M20883,300.7,310.9,1369,51.2,63,0,0,0,0,0,0,M,1,10.199999999999989,70092.8,False,True,True,False
6025,L53204,300.7,310.9,1356,65.3,66,1,0,0,1,0,0,L,1,10.199999999999989,88546.8,True,False,True,False
6026,L53205,300.7,311.0,1336,53.3,68,0,0,0,0,0,0,L,1,10.300000000000011,71208.8,True,False,True,False
6027,L53206,300.7,311.0,1403,48.3,70,0,0,0,0,0,0,L,1,10.300000000000011,67764.9,True,False,True,False
6028,M20887,300.7,311.0,1413,44.3,72,0,0,0,0,0,0,M,1,10.300000000000011,62595.899999999994,False,True,True,False
6029,L53208,300.6,310.9,1472,47.6,75,0,0,0,0,0,0,L,1,10.299999999999955,70067.2,True,False,True,False
6030,M20889,300.7,310.8,1452,47.9,77,0,0,0,0,0,0,M,1,10.100000000000023,69550.8,False,True,True,False
6031,L53210,300.6,310.7,1397,53.7,80,0,0,0,0,0,0,L,1,10.099999999999966,75018.90000000001,True,False,True,False
6032,L53211,300.6,310.7,1455,40.6,82,0,0,0,0,0,0,L,1,10.099999999999966,59073.0,True,False,True,False
6033,L53212,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,L,1,10.100000000000023,48585.799999999996,True,False,True,False
6034,L53213,300.6,310.9,1471,37.9,86,0,0,0,0,0,0,L,1,10.299999999999955,55750.9,True,False,True,False
6035,M20894,300.6,310.8,1389,48.1,88,0,0,0,0,0,0,M,1,10.199999999999989,66810.90000000001,False,True,True,False
6036,M20895,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,M,1,10.299999999999955,51570.6,False,True,True,False
6037,M20896,300.6,311.0,1401,54.6,94,0,0,0,0,0,0,M,1,10.399999999999977,76494.6,False,True,True,False
6038,L53217,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,L,1,10.400000000000034,65881.2,True,False,True,False
6039,L53218,300.7,311.0,1496,38.3,99,0,0,0,0,0,0,L,1,10.300000000000011,57296.799999999996,True,False,True,False
6040,L53219,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,L,1,10.299999999999955,61045.8,True,False,True,False
6041,M20900,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,M,1,10.400000000000034,67010.8,False,True,True,False
6042,M20901,300.7,311.0,1418,49.3,106,0,0,0,0,0,0,M,1,10.300000000000011,69907.4,False,True,True,False
6043,M20902,300.8,311.0,1580,36.6,109,0,0,0,0,0,0,M,1,10.199999999999989,57828.0,False,True,True,False
6044,M20903,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,M,1,10.199999999999989,61362.399999999994,False,True,True,False
6045,M20904,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,M,1,10.099999999999966,63467.4,False,True,True,False
6046,L53225,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,L,1,10.099999999999966,73153.8,True,False,True,False
6047,L53226,300.9,311.0,1316,56.5,120,0,0,0,0,0,0,L,1,10.100000000000023,74354.0,True,False,True,False
6048,H35461,300.9,311.0,1853,23.6,122,0,0,0,0,0,0,H,1,10.100000000000023,43730.8,False,False,True,False
6049,M20908,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,M,1,10.100000000000023,60372.799999999996,False,True,True,False
6050,M20909,300.9,311.0,1567,34.3,130,0,0,0,0,0,0,M,1,10.100000000000023,53748.1,False,True,True,False
6051,M20910,300.9,311.1,1546,37.7,133,0,0,0,0,0,0,M,1,10.200000000000045,58284.200000000004,False,True,True,False
6052,L53231,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,L,1,10.100000000000023,70758.40000000001,True,False,True,False
6053,L53232,300.9,311.0,2003,20.2,138,0,0,0,0,0,0,L,1,10.100000000000023,40460.6,True,False,True,False
6054,L53233,300.8,310.9,1748,29.9,140,0,0,0,0,0,0,L,1,10.099999999999966,52265.2,True,False,True,False
6055,H35468,300.7,310.8,1518,40.1,142,0,0,0,0,0,0,H,1,10.100000000000023,60871.8,False,False,True,False
6056,L53235,300.7,310.8,1475,42.0,147,0,0,0,0,0,0,L,1,10.100000000000023,61950.0,True,False,True,False
6057,L53236,300.8,310.8,1634,29.2,149,0,0,0,0,0,0,L,1,10.0,47712.799999999996,True,False,True,False
6058,L53237,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,L,1,10.0,55568.1,True,False,False,True
6059,M20918,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,M,1,10.0,57750.799999999996,False,True,False,True
6060,L53239,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,L,1,10.100000000000023,35313.0,True,False,False,True
6061,L53240,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,L,1,10.100000000000023,57494.0,True,False,False,True
6062,H35475,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,H,1,10.0,47731.0,False,False,False,True
6063,M20922,301.1,311.2,1407,53.0,165,0,0,0,0,0,0,M,1,10.099999999999966,74571.0,False,True,False,True
6064,L53243,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,L,1,10.0,62784.99999999999,True,False,False,True
6065,L53244,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,L,1,10.0,44958.200000000004,True,False,False,True
6066,L53245,301.0,310.9,1568,38.2,172,0,0,0,0,0,0,L,1,9.899999999999977,59897.600000000006,True,False,False,True
6067,L53246,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,L,1,10.0,46543.200000000004,True,False,False,True
6068,L53247,301.0,311.0,1582,37.5,176,0,0,0,0,0,0,L,1,10.0,59325.0,True,False,False,True
6069,M20928,301.0,310.9,2047,17.9,178,0,0,0,0,0,0,M,1,9.899999999999977,36641.299999999996,False,True,False,True
6070,L53249,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,L,1,10.0,54434.0,True,False,False,True
6071,L53250,300.9,310.9,1615,32.0,183,0,0,0,0,0,0,L,1,10.0,51680.0,True,False,False,True
6072,M20931,300.9,310.8,1452,43.6,185,0,0,0,0,0,0,M,1,9.900000000000034,63307.200000000004,False,True,False,True
6073,M20932,300.9,310.8,1695,30.2,188,0,0,0,0,0,0,M,1,9.900000000000034,51189.0,False,True,False,True
6074,M20933,300.9,310.8,1790,26.2,191,0,0,0,0,0,0,M,1,9.900000000000034,46898.0,False,True,False,True
6075,M20934,301.0,310.8,1533,39.3,194,0,0,0,0,0,0,M,1,9.800000000000011,60246.899999999994,False,True,False,True
6076,L53255,301.0,310.9,1813,28.5,197,0,0,0,0,0,0,L,1,9.899999999999977,51670.5,True,False,False,True
6077,L53256,301.0,310.9,1492,36.7,199,0,0,0,0,0,0,L,1,9.899999999999977,54756.4,True,False,False,True
6078,L53257,300.9,310.7,1479,43.3,201,0,0,0,0,0,0,L,1,9.800000000000011,64040.7,True,False,False,True
6079,L53258,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,L,1,9.899999999999977,79134.90000000001,True,False,False,True
6080,M20939,300.8,310.7,1371,44.7,205,0,0,0,0,0,0,M,1,9.899999999999977,61283.700000000004,False,True,False,True
6081,L53260,300.9,310.7,1468,36.2,208,0,0,0,0,0,0,L,1,9.800000000000011,53141.600000000006,True,False,False,True
6082,L53261,300.9,310.7,1517,41.7,210,0,0,0,0,0,0,L,1,9.800000000000011,63258.9,True,False,False,True
6083,L53262,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,L,1,9.800000000000011,62732.799999999996,True,False,False,True
6084,L53263,300.9,310.7,1389,50.0,214,0,0,0,0,0,0,L,1,9.800000000000011,69450.0,True,False,False,True
6085,M20944,300.8,310.6,1505,36.2,0,0,0,0,0,0,0,M,1,9.800000000000011,54481.00000000001,False,True,False,False
6086,L53265,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,L,1,9.700000000000045,56444.600000000006,True,False,False,False
6087,L53266,300.9,310.8,1482,37.0,5,0,0,0,0,0,0,L,1,9.900000000000034,54834.0,True,False,False,False
6088,M20947,300.9,310.8,1599,33.0,7,0,0,0,0,0,0,M,1,9.900000000000034,52767.0,False,True,False,False
6089,L53268,300.9,310.8,1476,39.0,10,0,0,0,0,0,0,L,1,9.900000000000034,57564.0,True,False,False,False
6090,L53269,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,L,1,9.800000000000011,56587.5,True,False,False,False
6091,L53270,300.9,310.8,1708,29.1,14,0,0,0,0,0,0,L,1,9.900000000000034,49702.8,True,False,False,False
6092,L53271,300.9,310.7,1412,57.5,16,0,0,0,0,0,1,L,1,9.800000000000011,81190.0,True,False,False,False
6093,L53272,300.9,310.7,1658,28.5,18,0,0,0,0,0,0,L,1,9.800000000000011,47253.0,True,False,False,False
6094,L53273,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,L,1,9.800000000000011,78650.0,True,False,False,False
6095,M20954,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,M,1,9.900000000000034,67436.2,False,True,False,False
6096,M20955,300.9,310.7,1452,47.3,25,0,0,0,0,0,0,M,1,9.800000000000011,68679.59999999999,False,True,False,False
6097,M20956,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,M,1,9.899999999999977,60506.399999999994,False,True,False,False
6098,H35511,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,H,1,9.900000000000034,56716.799999999996,False,False,False,False
6099,M20958,300.8,310.7,1924,22.4,36,0,0,0,0,0,0,M,1,9.899999999999977,43097.6,False,True,False,False
6100,H35513,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,H,1,9.800000000000011,46178.299999999996,False,False,False,False
6101,M20960,300.8,310.7,1886,21.1,44,0,0,0,0,0,0,M,1,9.899999999999977,39794.600000000006,False,True,False,False
6102,L53281,300.7,310.6,1616,29.6,47,0,0,0,0,0,0,L,1,9.900000000000034,47833.600000000006,True,False,False,False
6103,L53282,300.7,310.7,1442,43.2,49,0,0,0,0,0,0,L,1,10.0,62294.4,True,False,False,False
6104,L53283,300.8,310.8,1407,45.1,51,0,0,0,0,0,0,L,1,10.0,63455.700000000004,True,False,True,False
6105,M20964,300.8,310.8,1461,41.3,53,0,0,0,0,0,0,M,1,10.0,60339.299999999996,False,True,True,False
6106,M20965,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,M,1,10.099999999999966,70316.40000000001,False,True,True,False
6107,L53286,300.9,311.0,1432,48.1,59,0,0,0,0,0,0,L,1,10.100000000000023,68879.2,True,False,True,False
6108,L53287,300.9,311.0,1438,49.0,61,0,0,0,0,0,0,L,1,10.100000000000023,70462.0,True,False,True,False
6109,M20968,300.8,310.9,1678,28.1,63,0,0,0,0,0,0,M,1,10.099999999999966,47151.8,False,True,True,False
6110,M20969,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,M,1,10.099999999999966,58591.8,False,True,True,False
6111,L53290,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,L,1,10.100000000000023,63354.2,True,False,True,False
6112,M20971,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,M,1,10.100000000000023,61223.200000000004,False,True,True,False
6113,L53292,300.7,310.8,1925,22.0,74,0,0,0,0,0,0,L,1,10.100000000000023,42350.0,True,False,True,False
6114,M20973,300.7,310.8,1724,30.0,76,0,0,0,0,0,0,M,1,10.100000000000023,51720.0,False,True,True,False
6115,M20974,300.8,310.8,1549,35.5,79,0,0,0,0,0,0,M,1,10.0,54989.5,False,True,True,False
6116,L53295,300.8,310.9,1457,47.7,82,0,0,0,0,0,0,L,1,10.099999999999966,69498.90000000001,True,False,True,False
6117,L53296,300.8,310.9,1453,43.9,84,0,0,0,0,0,0,L,1,10.099999999999966,63786.7,True,False,True,False
6118,L53297,300.8,311.0,1578,44.4,86,0,0,0,0,0,0,L,1,10.199999999999989,70063.2,True,False,True,False
6119,M20978,300.9,311.1,1325,61.4,88,0,0,0,0,0,0,M,1,10.200000000000045,81355.0,False,True,True,False
6120,L53299,300.9,311.1,1471,39.3,91,0,0,0,0,0,0,L,1,10.200000000000045,57810.299999999996,True,False,True,False
6121,M20980,300.9,311.2,1472,40.0,93,0,0,0,0,0,0,M,1,10.300000000000011,58880.0,False,True,True,False
6122,L53301,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,L,1,10.200000000000045,54491.799999999996,True,False,True,False
6123,L53302,301.0,311.0,1402,55.3,98,0,0,0,0,0,0,L,1,10.0,77530.59999999999,True,False,True,False
6124,L53303,300.9,310.9,1477,41.5,100,0,0,0,0,0,0,L,1,10.0,61295.5,True,False,True,False
6125,M20984,300.9,310.9,1727,30.1,102,0,0,0,0,0,0,M,1,10.0,51982.700000000004,False,True,True,False
6126,L53305,300.9,310.9,1995,20.2,105,0,0,0,0,0,0,L,1,10.0,40299.0,True,False,True,False
6127,L53306,300.9,310.9,1370,52.5,107,0,0,0,0,0,0,L,1,10.0,71925.0,True,False,True,False
6128,L53307,300.9,310.9,1228,66.4,109,0,0,0,0,0,0,L,1,10.0,81539.20000000001,True,False,True,False
6129,L53308,300.9,311.0,1499,38.0,111,0,0,0,0,0,0,L,1,10.100000000000023,56962.0,True,False,True,False
6130,M20989,301.0,311.0,1508,46.9,113,0,0,0,0,0,0,M,1,10.0,70725.2,False,True,True,False
6131,L53310,301.0,310.9,1473,44.2,116,0,0,0,0,0,0,L,1,9.899999999999977,65106.600000000006,True,False,True,False
6132,H35545,301.0,311.0,1640,37.6,118,0,0,0,0,0,0,H,1,10.0,61664.0,False,False,True,False
6133,L53312,301.1,311.1,1429,42.5,123,0,0,0,0,0,0,L,1,10.0,60732.5,True,False,True,False
6134,L53313,301.1,311.1,1470,40.9,125,0,0,0,0,0,0,L,1,10.0,60123.0,True,False,True,False
6135,L53314,301.0,311.0,1581,37.0,127,0,0,0,0,0,0,L,1,10.0,58497.0,True,False,True,False
6136,L53315,301.0,310.9,1740,28.9,129,0,0,0,0,0,0,L,1,9.899999999999977,50286.0,True,False,True,False
6137,H35550,300.9,310.8,1390,40.6,131,0,0,0,0,0,0,H,1,9.900000000000034,56434.0,False,False,True,False
6138,M20997,300.9,310.8,1988,19.7,136,0,0,0,0,0,0,M,1,9.900000000000034,39163.6,False,True,True,False
6139,M20998,300.8,310.7,1452,43.0,139,0,0,0,0,0,0,M,1,9.899999999999977,62436.0,False,True,True,False
6140,L53319,300.8,310.7,1586,33.4,142,0,0,0,0,0,0,L,1,9.899999999999977,52972.399999999994,True,False,True,False
6141,L53320,300.8,310.7,1589,34.3,144,0,0,0,0,0,0,L,1,9.899999999999977,54502.7,True,False,True,False
6142,L53321,300.8,310.8,1486,45.7,146,0,0,0,0,0,0,L,1,10.0,67910.2,True,False,True,False
6143,L53322,300.9,310.9,1755,27.9,148,0,0,0,0,0,0,L,1,10.0,48964.5,True,False,True,False
6144,M21003,301.0,310.9,1575,34.6,150,0,0,0,0,0,0,M,1,9.899999999999977,54495.0,False,True,True,False
6145,M21004,301.1,311.1,1615,37.7,153,0,0,0,0,0,0,M,1,10.0,60885.50000000001,False,True,False,True
6146,M21005,301.1,311.1,1436,41.8,156,0,0,0,0,0,0,M,1,10.0,60024.799999999996,False,True,False,True
6147,M21006,301.1,311.1,1470,40.6,159,0,0,0,0,0,0,M,1,10.0,59682.0,False,True,False,True
6148,M21007,301.1,311.1,2089,19.8,162,0,0,0,0,0,0,M,1,10.0,41362.200000000004,False,True,False,True
6149,L53328,301.1,311.2,1564,37.0,165,0,0,0,0,0,0,L,1,10.099999999999966,57868.0,True,False,False,True
6150,M21009,301.0,311.1,1420,47.4,167,0,0,0,0,0,0,M,1,10.100000000000023,67308.0,False,True,False,True
6151,L53330,301.1,311.1,1711,29.1,170,0,0,0,0,0,0,L,1,10.0,49790.100000000006,True,False,False,True
6152,L53331,301.1,311.2,1555,35.3,172,0,0,0,0,0,0,L,1,10.099999999999966,54891.49999999999,True,False,False,True
6153,M21012,301.1,311.1,1592,35.7,174,0,0,0,0,0,0,M,1,10.0,56834.4,False,True,False,True
6154,L53333,301.0,311.1,1236,64.4,177,1,0,0,0,1,0,L,1,10.100000000000023,79598.40000000001,True,False,False,True
6155,M21014,301.0,310.9,1765,24.2,179,0,0,0,0,0,0,M,1,9.899999999999977,42713.0,False,True,False,True
6156,L53335,301.0,311.0,1634,31.2,182,0,0,0,0,0,0,L,1,10.0,50980.799999999996,True,False,False,True
